id,title,original_language,release_date,budget,revenue,runtime,vote_average,vote_count,popularity,overview,tagline,status,homepage,release_year,release_month,decade,profit
10191,How to Train Your Dragon,en,2010-03-05,165000000,494878759,98.0,7.5,4227,67.263269,"As the son of a Viking leader on the cusp of manhood, shy Hiccup Horrendous Haddock III faces a rite of passage: he must kill a dragon to prove his warrior mettle. But after downing a feared dragon, he realizes that he no longer wants to destroy it, and instead befriends the beast – which he names Toothless – much to the chagrin of his warrior father",One adventure will change two worlds,Released,http://www.howtotrainyourdragon.com/,2010,3,2010,329878759
296,Terminator 3: Rise of the Machines,en,2003-07-02,200000000,435000000,109.0,5.9,2143,69.405188,"It's been 10 years since John Connor saved Earth from Judgment Day, and he's now living under the radar, steering clear of using anything Skynet can trace. That is, until he encounters T-X, a robotic assassin ordered to finish what T-1000 started. Good thing Connor's former nemesis, the Terminator, is back to aid the now-adult Connor … just like he promised.",The Machines Will Rise.,Released,,2003,7,2000,235000000
118340,Guardians of the Galaxy,en,2014-07-30,170000000,773328629,121.0,7.9,9742,481.098624,"Light years from Earth, 26 years after being abducted, Peter Quill finds himself the prime target of a manhunt after discovering an orb wanted by Ronan the Accuser.",All heroes start somewhere.,Released,http://marvel.com/guardians,2014,7,2010,603328629
157336,Interstellar,en,2014-11-05,165000000,675120017,169.0,8.1,10867,724.247784,Interstellar chronicles the adventures of a group of explorers who make use of a newly discovered wormhole to surpass the limitations on human space travel and conquer the vast distances involved in an interstellar voyage.,Mankind was born on Earth. It was never meant to die here.,Released,http://www.interstellarmovie.net/,2014,11,2010,510120017
27205,Inception,en,2010-07-14,160000000,825532764,148.0,8.1,13752,167.58371,"Cobb, a skilled thief who commits corporate espionage by infiltrating the subconscious of his targets is offered a chance to regain his old life as payment for a task considered to be impossible: ""inception"", the implantation of another person's idea into a target's subconscious.",Your mind is the scene of the crime.,Released,http://inceptionmovie.warnerbros.com/,2010,7,2010,665532764
315011,Shin Godzilla,ja,2016-07-29,15000000,77000000,120.0,6.5,143,9.476999,"From the mind behind Evangelion comes a hit larger than life.  When a massive, gilled monster emerges from the deep and tears through the city, the government scrambles to save its citizens.  A rag-tag team of volunteers cuts through a web of red tape to uncover the monster's weakness and its mysterious ties to a foreign superpower.  But time is not on their side - the greatest catastrophe to ever befall the world is about to evolve right before their very eyes.",A god incarnate. A city doomed.,Released,,2016,7,2010,62000000
49051,The Hobbit: An Unexpected Journey,en,2012-11-26,250000000,1021103568,169.0,7.0,8297,108.849621,"Bilbo Baggins, a hobbit enjoying his quiet life, is swept into an epic quest by Gandalf the Grey and thirteen dwarves who seek to reclaim their mountain home from Smaug, the dragon.",From the smallest beginnings come the greatest legends.,Released,http://www.thehobbit.com/,2012,11,2010,771103568
9799,The Fast and the Furious,en,2001-06-22,38000000,207283925,106.0,6.6,3428,6.909942,"Domenic Toretto is a Los Angeles street racer suspected of masterminding a series of big-rig hijackings. When undercover cop Brian O'Conner infiltrates Toretto's iconoclastic crew, he falls for Toretto's sister and must choose a side: the gang or the LAPD.",Live life 1/4 mile at a time.,Released,,2001,6,2000,169283925
4922,The Curious Case of Benjamin Button,en,2008-11-24,150000000,333932083,166.0,7.3,3292,60.269279,"Tells the story of Benjamin Button, a man who starts aging backwards with bizarre consequences.","Life isn't measured in minutes, but in moments.",Released,http://www.benjaminbutton.com/,2008,11,2000,183932083
49538,X-Men: First Class,en,2011-05-24,160000000,353624124,132.0,7.1,5181,3.195174,"Before Charles Xavier and Erik Lensherr took the names Professor X and Magneto, they were two young men discovering their powers for the first time. Before they were arch-enemies, they were closest of friends, working together with other mutants (some familiar, some new), to stop the greatest threat the world has ever known.",Witness the moment that will change our world.,Released,http://www.x-menfirstclassmovie.com/,2011,5,2010,193624124
131634,The Hunger Games: Mockingjay - Part 2,en,2015-11-18,160000000,653428261,137.0,6.6,3984,127.284427,"With the nation of Panem in a full scale war, Katniss confronts President Snow in the final showdown. Teamed with a group of her closest friends – including Gale, Finnick, and Peeta – Katniss goes off on a mission with the unit from District 13 as they risk their lives to stage an assassination attempt on President Snow who has become increasingly obsessed with destroying her. The mortal traps, enemies, and moral choices that await Katniss will challenge her more than any arena she faced in The Hunger Games.",The fire will burn forever.,Released,http://www.thehungergames.movie/,2015,11,2010,493428261
27022,The Sorcerer's Apprentice,en,2010-07-13,150000000,215283742,109.0,5.8,1470,35.580815,"Balthazar Blake is a master sorcerer in modern-day Manhattan trying to defend the city from his arch-nemesis, Maxim Horvath. Balthazar can't do it alone, so he recruits Dave Stutler, a seemingly average guy who demonstrates hidden potential, as his reluctant protégé. The sorcerer gives his unwilling accomplice a crash course in the art and science of magic, and together, these unlikely partners work to stop the forces of darkness.",It's The Coolest Job Ever.,Released,http://disney.go.com/disneypictures/sorcerersapprentice/,2010,7,2010,65283742
503,Poseidon,en,2006-05-12,160000000,181674817,99.0,5.5,583,21.133748,"A packed cruise ship traveling the Atlantic is hit and overturned by a massive wave, compelling the passengers to begin a dramatic fight for their lives.",Mayday,Released,http://www2.warnerbros.com/poseidon/,2006,5,2000,21674817
241259,Alice Through the Looking Glass,en,2016-05-25,170000000,299370084,113.0,6.5,1725,56.268916,"In the sequel to Tim Burton's ""Alice in Wonderland"", Alice Kingsleigh returns to Underland and faces a new adventure in saving the Mad Hatter.",It's time for a little madness.,Released,http://movies.disney.com/alice-through-the-looking-glass,2016,5,2010,129370084
810,Shrek the Third,en,2007-05-17,160000000,798958165,93.0,6.0,2278,42.986467,"The King of Far Far Away has died and Shrek and Fiona are to become King &amp; Queen. However, Shrek wants to return to his cozy swamp and live in peace and quiet, so when he finds out there is another heir to the throne, they set off to bring him back to rule the kingdom.",Who's ready for Thirds?,Released,http://www.shrekthethird.com/flash/index.html,2007,5,2000,638958165
68735,Warcraft,en,2016-05-25,160000000,433677183,123.0,6.3,2268,63.148529,"The peaceful realm of Azeroth stands on the brink of war as its civilization faces a fearsome race of invaders: orc warriors fleeing their dying home to colonize another. As a portal opens to connect the two worlds, one army faces destruction and the other faces extinction. From opposing sides, two heroes are set on a collision course that will decide the fate of their family, their people, and their home.",Two worlds. One home.,Released,http://www.warcraft-themovie.com/,2016,5,2010,273677183
87101,Terminator Genisys,en,2015-06-23,155000000,440603537,126.0,5.8,3631,202.042635,"The year is 2029. John Connor, leader of the resistance continues the war against the machines. At the Los Angeles offensive, John's fears of the unknown future begin to emerge when TECOM spies reveal a new plot by SkyNet that will attack him from both fronts; past and future, and will ultimately change warfare forever.",Reset the future,Released,http://www.terminatormovie.com/,2015,6,2010,285603537
10140,The Chronicles of Narnia: The Voyage of the Dawn Treader,en,2010-08-13,155000000,415686217,113.0,6.2,1514,49.661984,"This time around Edmund and Lucy Pevensie, along with their pesky cousin Eustace Scrubb find themselves swallowed into a painting and on to a fantastic Narnian ship headed for the very edges of the world.",Return to magic. Return to hope. Return to Narnia.,Released,,2010,8,2010,260686217
676,Pearl Harbor,en,2001-05-21,140000000,449220945,183.0,6.6,1791,34.20669,"The lifelong friendship between Rafe McCawley and Danny Walker is put to the ultimate test when the two ace fighter pilots become entangled in a love triangle with beautiful Naval nurse Evelyn Johnson. But the rivalry between the friends-turned-foes is immediately put on hold when they find themselves at the center of Japan's devastating attack on Pearl Harbor on Dec. 7, 1941.",It takes a moment to change history. It takes love to change lives.,Released,,2001,5,2000,309220945
1858,Transformers,en,2007-06-27,150000000,709709780,144.0,6.6,4040,25.468493,"Young teenager, Sam Witwicky becomes involved in the ancient struggle between two extraterrestrial factions of transforming robots – the heroic Autobots and the evil Decepticons. Sam holds the clue to unimaginable power and the Decepticons will stop at nothing to retrieve it.",Their war. Our world.,Released,http://www.transformersmovie.com/,2007,6,2000,559709780
1966,Alexander,en,2004-11-21,155000000,167298192,175.0,5.6,927,39.019229,"Alexander, the King of Macedonia, leads his legions against the giant Persian Empire. After defeating the Persians, he leads his army across the then known world, venturing farther than any westerner had ever gone, all the way to India.",The greatest legend of all was real.,Released,,2004,11,2000,12298192
675,Harry Potter and the Order of the Phoenix,en,2007-06-28,150000000,938212738,138.0,7.4,5494,78.144395,"Returning for his fifth year of study at Hogwarts, Harry is stunned to find that his warnings about the return of Lord Voldemort have been ignored. Left with no choice, Harry takes matters into his own hands, training a small group of students – dubbed 'Dumbledore's Army' – to defend themselves against the dark arts.",Evil Must Be Confronted.,Released,http://www.harrypotterorderofthephoenix.com/,2007,6,2000,788212738
674,Harry Potter and the Goblet of Fire,en,2005-11-05,150000000,895921036,157.0,7.5,5608,101.250416,"Harry starts his fourth year at Hogwarts, competes in the treacherous Triwizard Tournament and faces the evil Lord Voldemort. Ron and Hermione help Harry manage the pressure – but Voldemort lurks, awaiting his chance to destroy Harry and all that he stands for.",Dark And Difficult Times Lie Ahead.,Released,http://harrypotter.warnerbros.com/,2005,11,2000,745921036
8960,Hancock,en,2008-07-01,150000000,624029371,92.0,6.2,2961,56.758411,"Hancock is a down-and-out superhero who's forced to employ a PR expert to help repair his image when the public grows weary of all the damage he's inflicted during his lifesaving heroics. The agent's idea of imprisoning the antihero to make the world miss him proves successful, but will Hancock stick to his new sense of purpose or slip back into old habits?",Bad Behavior. Bad Attitude. Real Hero.,Released,http://www.sonypictures.com/movies/hancock/,2008,7,2000,474029371
6479,I Am Legend,en,2007-12-14,150000000,585349010,101.0,6.9,4853,70.867401,"Robert Neville is a scientist who was unable to stop the spread of the terrible virus that was incurable and man-made. Immune, Neville is now the last human survivor in what is left of New York City and perhaps the world. For three years, Neville has faithfully sent out daily radio messages, desperate to find any other survivors who might be out there. But he is not alone.",The last man on Earth is not alone,Released,http://iamlegend.warnerbros.com/,2007,12,2000,435349010
118,Charlie and the Chocolate Factory,en,2005-07-13,150000000,474968763,115.0,6.7,3624,53.905592,"A young boy wins a tour through the most magnificent chocolate factory in the world, led by the world's most unusual candy maker.",Willy Wonka is semi-sweet and nuts.,Released,https://www.warnerbros.com/charlie-and-chocolate-factory,2005,7,2000,324968763
2062,Ratatouille,en,2007-06-22,150000000,623722818,111.0,7.5,4369,65.677399,"A rat named Remy dreams of becoming a great French chef despite his family's wishes and the obvious problem of being a rat in a decidedly rodent-phobic profession. When fate places Remy in the sewers of Paris, he finds himself ideally situated beneath a restaurant made famous by his culinary hero, Auguste Gusteau. Despite the apparent dangers of being an unlikely - and certainly unwanted - visitor in the kitchen of a fine French restaurant, Remy's passion for cooking soon sets into motion a hilarious and exciting rat race that turns the culinary world of Paris upside down.",He's dying to become a chef.,Released,http://disney.go.com/disneypictures/ratatouille/,2007,6,2000,473722818
272,Batman Begins,en,2005-06-10,150000000,374218673,140.0,7.5,7359,115.040024,"Driven by tragedy, billionaire Bruce Wayne dedicates his life to uncovering and defeating the corruption that plagues his home, Gotham City.  Unable to work within the system, he instead creates a new identity, a symbol of fear for the criminal underworld - The Batman.",Evil fears the knight.,Released,http://www2.warnerbros.com/batmanbegins/index.html,2005,6,2000,224218673
10527,Madagascar: Escape 2 Africa,en,2008-10-30,150000000,603900354,89.0,6.2,1810,44.141021,"Alex, Marty, Melman, Gloria, King Julien, Maurice, the penguins and the chimps are back and still marooned on Madagascar. In the face of this obstacle, the New Yorkers have hatched a plan so crazy it just might work. With military precision, the penguins have repaired an old crashed plane... sort of.",Still together. Still lost!,Released,http://www.madagascar-themovie.com,2008,10,2000,453900354
18360,Night at the Museum: Battle of the Smithsonian,en,2009-05-20,150000000,413106170,105.0,5.9,1971,81.781591,"Hapless museum night watchman Larry Daley must help his living, breathing exhibit friends out of a pickle now that they've been transferred to the archives at the Smithsonian Institution. Larry's (mis)adventures this time include close encounters with Amelia Earhart, Abe Lincoln and Ivan the Terrible.",When the lights go off the battle is on.,Released,http://www.nightatthemuseummovie.com,2009,5,2000,263106170
2080,X-Men Origins: Wolverine,en,2009-04-28,150000000,373062864,107.0,6.2,4021,5.954334,"After seeking to live a normal life, Logan sets out to avenge the death of his girlfriend by undergoing the mutant Weapon X program and becoming Wolverine.",Witness the Origin.,Released,http://www.x-menorigins.com/,2009,4,2000,223062864
605,The Matrix Revolutions,en,2003-11-05,150000000,424988211,129.0,6.4,3096,73.313918,The human city of Zion defends itself against the massive invasion of the machines as Neo fights to end the war at another front while also opposing the rogue Agent Smith.,Everything that has a beginning has an end.,Released,,2003,11,2000,274988211
109445,Frozen,en,2013-11-27,150000000,1274219009,102.0,7.3,5295,165.125366,"Young princess Anna of Arendelle dreams about finding true love at her sister Elsa’s coronation. Fate takes her on a dangerous journey in an attempt to end the eternal winter that has fallen over the kingdom. She's accompanied by ice delivery man Kristoff, his reindeer Sven, and snowman Olaf. On an adventure where she will find out what friendship, courage, family, and true love really means.",Only the act of true love will thaw a frozen heart.,Released,http://movies.disney.com/frozen,2013,11,2010,1124219009
604,The Matrix Reloaded,en,2003-05-15,150000000,738599701,138.0,6.7,3443,70.78591,"Six months after the events depicted in The Matrix, Neo has proved to be a good omen for the free humans, as more and more humans are being freed from the matrix and brought to Zion, the one and only stronghold of the Resistance.  Neo himself has discovered his superpowers including super speed, ability to see the codes of the things inside the matrix and a certain degree of pre-cognition. But a nasty piece of news hits the human resistance: 250,000 machine sentinels are digging to Zion and would reach them in 72 hours. As Zion prepares for the ultimate war, Neo, Morpheus and Trinity are advised by the Oracle to find the Keymaker who would help them reach the Source.  Meanwhile Neo's recurrent dreams depicting Trinity's death have got him worried and as if it was not enough, Agent Smith has somehow escaped deletion, has become more powerful than before and has fixed Neo as his next target.",Free your mind.,Released,,2003,5,2000,588599701
76338,Thor: The Dark World,en,2013-10-29,170000000,644571402,112.0,6.8,4755,99.499595,"Thor fights to restore order across the cosmos… but an ancient race led by the vengeful Malekith returns to plunge the universe back into darkness. Faced with an enemy that even Odin and Asgard cannot withstand, Thor must embark on his most perilous and personal journey yet, one that will reunite him with Jane Foster and force him to sacrifice everything to save us all.",Delve into the darkness,Released,http://marvel.com/thor,2013,10,2010,474571402
76341,Mad Max: Fury Road,en,2015-05-13,150000000,378858340,120.0,7.2,9427,434.278564,"An apocalyptic story set in the furthest reaches of our planet, in a stark desert landscape where humanity is broken, and most everyone is crazed fighting for the necessities of life. Within this world exist two rebels on the run who just might be able to restore order. There's Max, a man of action and a man of few words, who seeks peace of mind following the loss of his wife and child in the aftermath of the chaos. And Furiosa, a woman of action and a woman who believes her path to survival may be achieved if she can make it across the desert back to her childhood homeland.",What a Lovely Day.,Released,http://www.madmaxmovie.com/,2015,5,2010,228858340
13448,Angels & Demons,en,2009-05-13,150000000,356613439,138.0,6.5,2129,67.447636,"Harvard symbologist Robert Langdon investigates a mysterious symbol seared into the chest of a murdered physicist. He discovers evidence of the unimaginable, the rebirth of an ancient secret brotherhood known as the Illuminati, the most powerful underground organization ever to walk the earth.",,Released,http://www.angelsanddemons.com/,2009,5,2000,206613439
10195,Thor,en,2011-04-21,150000000,449326618,115.0,6.6,6525,86.493424,"Against his father Odin's will, The Mighty Thor - a powerful but arrogant warrior god - recklessly reignites an ancient war. Thor is cast down to Earth and forced to live among humans as punishment. Once here, Thor learns what it takes to be a true hero when the most dangerous villain of his world sends the darkest forces of Asgard to invade Earth.",Two worlds. One hero.,Released,http://thor.marvel.com/,2011,4,2010,299326618
13053,Bolt,en,2008-11-21,150000000,309979994,98.0,6.3,1750,41.845878,"Bolt is the star of the biggest show in Hollywood. The only problem is, he thinks it's real. After he's accidentally shipped to New York City and separated from Penny, his beloved co-star and owner, Bolt must harness all his ""super powers"" to find a way home.",Fully Awesome. Ridonculous. Let It Begin.,Released,http://movies.disney.com/bolt,2008,11,2000,159979994
19585,G-Force,en,2009-07-21,150000000,292817841,88.0,5.1,510,26.710398,"A team of trained secret agent animals, guinea pigs Darwin, Juarez, Blaster, mole Speckles, and fly Mooch takes on a mission for the US government to stop evil Leonard Saber, who plans to destroy the world with household appliances. But the government shuts them down and they are sentenced to a pet shop. Can they escape to defeat the villain and save the world?",The world needs bigger heroes,Released,http://disney.go.com/disneypictures/gforce/,2009,7,2000,142817841
57165,Wrath of the Titans,en,2012-03-27,150000000,301000000,99.0,5.5,1431,44.927635,"A decade after his heroic defeat of the monstrous Kraken, Perseus-the demigod son of Zeus-is attempting to live a quieter life as a village fisherman and the sole parent to his 10-year old son, Helius. Meanwhile, a struggle for supremacy rages between the gods and the Titans. Dangerously weakened by humanity's lack of devotion, the gods are losing control of the imprisoned Titans and their ferocious leader, Kronos, father of the long-ruling brothers Zeus, Hades and Poseidon.",Feel the Wrath,Released,http://www.wrathofthetitansmovie.org,2012,3,2010,151000000
62213,Dark Shadows,en,2012-05-08,150000000,245527149,113.0,5.7,2320,50.306728,Vampire Barnabas Collins is inadvertently freed from his tomb and emerges into the very changed world of 1972. He returns to Collinwood Manor to find that his once-grand estate and family have fallen into ruin.,Every Family Has Its Demons,Released,http://darkshadowsmovie.warnerbros.com,2012,5,2010,95527149
177677,Mission: Impossible - Rogue Nation,en,2015-07-23,150000000,682330139,131.0,7.1,3224,114.522237,"Ethan and team take on their most impossible mission yet, eradicating the Syndicate - an International rogue organization as highly skilled as they are, committed to destroying the IMF.",Desperate Times. Desperate Measures.,Released,http://www.missionimpossible.com,2015,7,2010,532330139
7978,The Wolfman,en,2010-02-11,150000000,0,102.0,5.5,549,21.214571,"Lawrence Talbot, an American man on a visit to Victorian London to make amends with his estranged father, gets bitten by a werewolf and, after a moonlight transformation, leaves him with a savage hunger for flesh.",When the moon is full the legend comes to life,Released,http://www.thewolfmanmovie.com/,2010,2,2010,-150000000
5559,Bee Movie,en,2007-10-28,150000000,287594577,91.0,5.7,1171,29.332905,"Barry B. Benson, a bee who has just graduated from college, is disillusioned at his lone career choice: making honey. On a special trip outside the hive, Barry's life is saved by Vanessa, a florist in New York City. As their relationship blossoms, he discovers humans actually eat honey, and subsequently decides to sue us.",Born to bee wild.,Released,http://www.beemovie.com/,2007,10,2000,137594577
49444,Kung Fu Panda 2,en,2011-05-25,150000000,665692281,91.0,6.7,1880,51.247321,"Po is now living his dream as The Dragon Warrior, protecting the Valley of Peace alongside his friends and fellow kung fu masters, The Furious Five - Tigress, Crane, Mantis, Viper and Monkey. But Po’s new life of awesomeness is threatened by the emergence of a formidable villain, who plans to use a secret, unstoppable weapon to conquer China and destroy kung fu. It is up to Po and The Furious Five to journey across China to face this threat and vanquish it. But how can Po stop a weapon that can stop kung fu? He must look to his past and uncover the secrets of his mysterious origins; only then will he be able to unlock the strength he needs to succeed.",Prepare for the Year of Awesomeness!,Released,http://www.kungfupanda.com/,2011,5,2010,515692281
10196,The Last Airbender,en,2010-06-30,150000000,318502923,103.0,4.7,1151,33.769336,"The story follows the adventures of Aang, a young successor to a long line of Avatars, who must put his childhood ways aside and stop the Fire Nation from enslaving the Water, Earth and Air nations.","Four nations, one destiny",Released,http://www.thelastairbendermovie.com/,2010,6,2010,168502923
956,Mission: Impossible III,en,2006-05-03,150000000,397850012,126.0,6.5,2028,63.079003,"Retired from active duty to train new IMF agents, Ethan Hunt is called back into action to confront sadistic arms dealer, Owen Davian. Hunt must try to protect his girlfriend while working with his new team to complete the mission.",The Mission Begins 05:05:06.,Released,http://www.missionimpossible.com/,2006,5,2000,247850012
117251,White House Down,en,2013-06-27,150000000,205366737,131.0,6.4,1891,39.004588,"Capitol Policeman John Cale has just been denied his dream job with the Secret Service of protecting President James Sawyer. Not wanting to let down his little girl with the news, he takes her on a tour of the White House, when the complex is overtaken by a heavily armed paramilitary group. Now, with the nation's government falling into chaos and time running out, it's up to Cale to save the president, his daughter, and the country.",It will start like any other day.,Released,,2013,6,2010,55366737
50321,Mars Needs Moms,en,2011-03-09,150000000,38992758,88.0,5.5,199,12.362599,"When Martians suddenly abduct his mom, mischievous Milo rushes to the rescue and discovers why all moms are so special.",Mom needs a little space.,Released,http://disney.go.com/disneypictures/marsneedsmoms/#home,2011,3,2010,-111007242
11619,Flushed Away,en,2006-10-22,149000000,64459316,85.0,6.0,874,22.550135,"London high-society mouse, Roddy is flushed down the toilet by Sid, a common sewer rat. Hang on for a madcap adventure deep in the sewer bowels of Ratropolis, where Roddy meets the resourceful Rita, the rodent-hating Toad and his faithful thugs, Spike and Whitey.",Someone's Going Down,Released,http://www.dreamworksanimation.com/flushed/,2006,10,2000,-84540684
266647,Pan,en,2015-09-24,150000000,128388320,111.0,5.9,954,48.03528,"Living a bleak existence at a London orphanage, 12-year-old Peter finds himself whisked away to the fantastical world of Neverland. Adventure awaits as he meets new friend James Hook and the warrior Tiger Lily. They must band together to save Neverland from the ruthless pirate Blackbeard. Along the way, the rebellious and mischievous boy discovers his true destiny, becoming the hero forever known as Peter Pan.",Every legend has a beginning.,Released,,2015,9,2010,-21611680
82703,Mr. Peabody & Sherman,en,2014-02-07,145000000,272912430,92.0,6.7,843,38.73494,"A young boy and his dog, who happens to have a genius-level IQ, spring into action when their time-travel machine is stolen and moments in history begin to be changed.",He's Leaving His Mark On History,Released,,2014,2,2010,127912430
652,Troy,en,2004-05-13,175000000,497409852,163.0,6.9,2759,66.803149,"In year 1250 B.C. during the late Bronze age, two emerging nations begin to clash. Paris, the Trojan prince, convinces Helen, Queen of Sparta, to leave her husband Menelaus, and sail with him back to Troy. After Menelaus finds out that his wife was taken by the Trojans, he asks his brother Agamemnom to help him get her back. Agamemnon sees this as an opportunity for power. So they set off with 1,000 ships holding 50,000 Greeks to Troy. With the help of Achilles, the Greeks are able to fight the never before defeated Trojans.",For passion. For honor. For destiny. For victory. For love.,Released,,2004,5,2000,322409852
80321,Madagascar 3: Europe's Most Wanted,en,2012-06-06,145000000,746921274,93.0,6.4,1808,44.989192,"Alex, Marty, Gloria and Melman are still trying to get back to the Big Apple and their beloved Central Park zoo, but first they need to find the penguins. When they travel to Monte Carlo, they attract the attention of Animal Control after gate crashing a party and are joined by the penguins, King Julian and Co., and the monkeys. How do a lion, zebra, hippo, giraffe, four penguins, two monkeys, three lemurs travel through Europe without attracting attention and get back to New York? They join a traveling circus. Their attempts to get back to New York are consistently hampered by the Captain of Animal Control who wants to make Alex part of her collection. Once they make it back to New York Marty, Alex, Gloria and Melman realize that they want to be part of the traveling circus.","Six years ago, they disappeared without a trace. Next summer, they finally resurface.",Released,,2012,6,2010,601921274
36669,Die Another Day,en,2002-11-17,140000000,431971116,133.0,5.8,1092,54.159392,"Bond takes on a North Korean leader who undergoes DNA replacement procedures that allow him to assume different identities. American agent, Jinx Johnson assists Bond in his attempt to thwart the villain's plans to exploit a satellite that is powered by solar energy.",He’s never been cooler.,Released,http://www.mgm.com/view/movie/232/Die-Another-Day/,2002,11,2000,291971116
43074,Ghostbusters,en,2016-07-14,144000000,229147509,116.0,5.3,2142,66.21806,"Following a ghost invasion of Manhattan, paranormal enthusiasts Erin Gilbert and Abby Yates, nuclear engineer Jillian Holtzmann, and subway worker Patty Tolan band together to stop the otherworldly threat.",Who You Gonna Call?,Released,http://www.ghostbusters.com/,2016,7,2010,85147509
95,Armageddon,en,1998-07-01,140000000,553799566,151.0,6.4,2482,58.485967,"When an asteroid threatens to collide with Earth, NASA honcho Dan Truman determines the only way to stop it is to drill into its surface and detonate a nuclear bomb. This leads him to renowned driller Harry Stamper, who agrees to helm the dangerous space mission provided he can bring along his own hotshot crew. Among them is the cocksure A.J. who Harry thinks isn't good enough for his daughter, until the mission proves otherwise.",The Earth's Darkest Day Will Be Man's Finest Hour,Released,,1998,7,1990,413799566
608,Men in Black II,en,2002-07-03,140000000,441818803,88.0,6.0,3114,91.332849,"Kay and Jay reunite to provide our best, last and only line of defense against a sinister seductress who levels the toughest challenge yet to the MIB's untarnished mission statement – protecting Earth from the scum of the universe. It's been four years since the alien-seeking agents averted an intergalactic disaster of epic proportions. Now it's a race against the clock as Jay must convince Kay – who not only has absolutely no memory of his time spent with the MIB, but is also the only living person left with the expertise to save the galaxy – to reunite with the MIB before the earth submits to ultimate destruction.",Same Planet. New Scum.,Released,http://www.sonypictures.com/homevideo/meninblackii/,2002,7,2000,301818803
2310,Beowulf,en,2007-11-05,70000000,195735876,115.0,5.5,841,35.601665,"6th-century Scandinavian warrior, Beowulf embarks on a mission to slay the manlike ogre Grendel, a descendant of Cain.",Evil breeds pain.,Released,http://www.beowulfmovie.com/,2007,11,2000,125735876
140300,Kung Fu Panda 3,en,2016-01-23,145000000,521170825,95.0,6.7,1603,56.747978,"Continuing his ""legendary adventures of awesomeness"", Po must face two hugely epic, but different threats: one supernatural and the other a little closer to his home.",Grab destiny by the rice dumplings.,Released,http://www.kungfupanda.com/,2016,1,2010,376170825
56292,Mission: Impossible - Ghost Protocol,en,2011-12-07,145000000,694713380,133.0,6.8,3972,77.77477,"In the 4th installment of the Mission Impossible series, Ethan Hunt (Cruise) and his team are racing against time to track down a dangerous terrorist named Hendricks (Nyqvist), who has gained access to Russian nuclear launch codes and is planning a strike on the United States. An attempt to stop him ends in an explosion causing severe destruction to the Kremlin and the IMF to be implicated in the bombing, forcing the President to disavow them. No longer being aided by the government, Ethan and his team chase Hendricks around the globe, although they might still be too late to stop a disaster.",No Plan. No Backup. No Choice.,Released,http://www.missionimpossible.com/,2011,12,2010,549713380
81188,Rise of the Guardians,en,2012-11-21,145000000,306941670,97.0,7.1,1922,61.788035,"When an evil spirit known as Pitch lays down the gauntlet to take over the world, the immortal Guardians must join forces for the first time to protect the hopes, beliefs and imagination of children all over the world.",You better believe.,Released,http://www.riseoftheguardians.com/,2012,11,2010,161941670
7552,Fun with Dick and Jane,en,2005-12-21,100000000,202026112,90.0,5.9,627,25.159168,"After Dick Harper loses his job at Globodyne in an Enron-esque collapse, he and his wife, Jane, turn to crime in order to handle the massive debt they now face. Two intelligent people, Dick and Jane actually get pretty good at robbing people and even enjoy it -- but they have second thoughts when they're reminded that crime can hurt innocent people. When the couple hears that Globodyne boss Jack McCallister actually swindled the company, they plot revenge.",Giving big businesses a run for their money!,Released,http://www.sonypictures.com/movies/funwithdickandjane/,2005,12,2000,102026112
616,The Last Samurai,en,2003-12-05,140000000,456758981,154.0,7.3,1895,52.341226,"Nathan Algren is an American hired to instruct the Japanese army in the ways of modern warfare, which finds him learning to respect the samurai and the honorable principles that rule them. Pressed to destroy the samurai's way of life in the name of modernization and open trade, Algren decides to become an ultimate warrior himself and to fight for their right to exist.","In the face of an enemy, in the heart of one man, lies the soul of a warrior.",Released,,2003,12,2000,316758981
147441,Exodus: Gods and Kings,en,2014-12-03,140000000,268031828,150.0,5.6,1921,101.599427,"The defiant leader Moses rises up against the Egyptian Pharaoh Ramses, setting 400,000 slaves on a monumental journey of escape from Egypt and its terrifying cycle of deadly plagues.","Once brothers, now enemies.",Released,http://www.exodusgodsandkings.com/,2014,12,2010,128031828
13475,Star Trek,en,2009-05-06,150000000,385680446,127.0,7.4,4518,73.616808,"The fate of the galaxy rests in the hands of bitter rivals. One, James Kirk, is a delinquent, thrill-seeking Iowa farm boy. The other, Spock, a Vulcan, was raised in a logic-based society that rejects all emotion. As fiery instinct clashes with calm reason, their unlikely but powerful partnership is the only thing capable of leading their crew through unimaginable danger, boldly going where no one has gone before. The human adventure has begun again.",The future begins.,Released,,2009,5,2000,235680446
557,Spider-Man,en,2002-05-01,139000000,821708551,121.0,6.8,5265,82.502566,"After being bitten by a genetically altered spider, nerdy high school student Peter Parker is endowed with amazing powers.",With great power comes great responsibility.,Released,http://www.sonypictures.com/movies/spider-man/,2002,5,2000,682708551
